id_cliente,consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria_maior_consumo,categoria
927,523.0,0,13,Casa,11.2,Iluminação,Bom
928,560.9,0,15,Casa,7.6,Eletrodomésticos,Bom
929,333.1,1,20,Apartamento,2.2,Tecnologia,Ruim
930,457.8,0,14,Apartamento,9.1,Serviços,Mediano
931,705.4,1,7,Comercial,5.9,Refrigeração,Mediano
932,352.9,1,3,Apartamento,11.5,Iluminação,Ruim
933,366.6,1,5,Casa,1.6,Refrigeração,Bom
934,738.5,1,14,Comercial,1.5,Climatização,Mediano
935,305.9,1,6,Apartamento,3.4,Outros,Mediano
936,1014.2,1,15,Comercial,11.1,Climatização,Crítico
937,501.8,0,13,Apartamento,11.4,Serviços,Mediano
938,752.7,1,24,Comercial,2.3,Tecnologia,Ruim
939,662.2,0,20,Comercial,1.5,Refrigeração,Excelente
940,398.4,0,16,Apartamento,2.6,Climatização,Bom
941,417.9,1,5,Casa,5.7,Iluminação,Mediano
942,689.6,1,3,Comercial,7.3,Refrigeração,Mediano
943,813.0,1,22,Comercial,1.9,Climatização,Ruim
944,710.2,1,17,Comercial,0.7,Serviços,Mediano
945,358.7,0,8,Apartamento,8.9,Refrigeração,Bom
946,538.8,0,17,Casa,4.7,Eletrodomésticos,Bom
947,693.9,1,5,Comercial,5.4,Refrigeração,Mediano
948,479.8,0,19,Apartamento,8.3,Outros,Mediano
949,529.3,0,22,Casa,0.2,Refrigeração,Bom
950,511.3,1,23,Apartamento,3.2,Iluminação,Crítico
951,493.5,0,19,Apartamento,7.4,Climatização,Mediano
952,457.3,1,6,Apartamento,8.9,Refrigeração,Crítico
953,417.7,1,5,Apartamento,5.8,Serviços,Ruim
954,833.7,1,19,Comercial,9.0,Climatização,Crítico
955,920.5,1,21,Comercial,8.4,Climatização,Crítico
956,448.3,1,20,Apartamento,6.2,Eletrodomésticos,Crítico
957,268.2,0,6,Apartamento,3.0,Serviços,Excelente
958,738.2,1,22,Casa,8.1,Tecnologia,Crítico
959,658.1,1,25,Casa,3.9,Iluminação,Crítico
960,437.3,1,13,Apartamento,8.5,Tecnologia,Crítico
961,769.3,1,11,Comercial,7.1,Refrigeração,Ruim
962,394.7,0,15,Casa,1.4,Eletrodomésticos,Excelente
963,771.5,1,16,Comercial,4.1,Iluminação,Ruim
964,432.6,1,17,Apartamento,2.8,Climatização,Crítico
965,249.5,1,6,Apartamento,0.4,Eletrodomésticos,Mediano
966,537.6,1,14,Apartamento,11.8,Climatização,Crítico
967,613.4,0,25,Apartamento,9.1,Iluminação,Ruim
968,588.3,1,20,Casa,4.7,Refrigeração,Crítico
969,554.0,1,20,Casa,0.5,Refrigeração,Ruim
970,486.4,1,11,Apartamento,8.0,Refrigeração,Crítico
971,513.0,1,2,Casa,9.6,Tecnologia,Ruim
972,538.8,1,14,Apartamento,9.4,Outros,Crítico
973,389.4,0,4,Casa,6.2,Iluminação,Excelente
974,375.9,0,6,Apartamento,11.7,Eletrodomésticos,Bom
975,476.9,1,12,Apartamento,6.8,Iluminação,Crítico
976,675.1,0,12,Comercial,4.2,Refrigeração,Excelente
977,752.6,1,13,Comercial,4.1,Refrigeração,Mediano
978,608.0,0,20,Apartamento,10.6,Eletrodomésticos,Ruim
979,409.3,0,8,Apartamento,9.6,Iluminação,Bom
980,414.3,0,18,Apartamento,11.9,Serviços,Mediano
981,492.4,0,22,Apartamento,2.3,Serviços,Mediano
982,659.5,1,7,Comercial,3.9,Refrigeração,Mediano
983,453.4,0,12,Casa,4.5,Refrigeração,Bom
984,254.4,0,5,Apartamento,2.0,Tecnologia,Excelente
985,455.4,0,11,Apartamento,5.1,Eletrodomésticos,Bom
986,363.9,1,8,Apartamento,7.2,Climatização,Ruim
987,642.0,1,6,Comercial,1.0,Climatização,Bom
988,596.7,1,20,Casa,9.0,Climatização,Crítico
989,826.8,0,12,Comercial,10.1,Iluminação,Bom
990,240.1,0,1,Apartamento,4.0,Climatização,Excelente
991,776.0,0,23,Comercial,3.3,Refrigeração,Bom
992,463.8,0,13,Casa,3.2,Serviços,Excelente
993,395.3,1,13,Apartamento,2.9,Climatização,Ruim
994,669.6,0,4,Comercial,6.3,Refrigeração,Excelente
995,293.4,1,4,Apartamento,3.8,Eletrodomésticos,Mediano
996,530.5,1,19,Apartamento,4.8,Serviços,Crítico
997,607.6,0,7,Comercial,3.5,Climatização,Excelente
998,863.9,0,13,Comercial,11.0,Tecnologia,Bom
999,522.8,0,21,Apartamento,5.9,Climatização,Mediano
1000,666.3,0,2,Comercial,8.6,Outros,Excelente
