ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,qtd_ar_condicionado,qtd_ventilador,qtd_lampadas,qtd_microondas,qtd_air_fryer,qtd_lavar_secar,qtd_computadores,qtd_videogame,qtd_tv,qtd_chuveiro_eletrico,kwh_geladeira,kwh_ar_condicionado,kwh_ventilador,kwh_iluminacao,kwh_microondas,kwh_air_fryer,kwh_lavar_secar,kwh_computadores,kwh_videogame,kwh_tv,kwh_chuveiro_eletrico,kwh_categoria_iluminacao,kwh_categoria_refrigeracao,kwh_categoria_climatizacao,kwh_categoria_eletrodomesticos,kwh_categoria_tecnologia,consumo_real_medio_kwh_mes,fonte_energia,fonte_propria_energia,habito_compra_consciente,habito_desliga_tv_sem_uso,habito_evita_standby,habito_ac_portas_fechadas,habito_ac_desliga_ausencia,habito_evita_banho_longo,habito_chuveiro_posicao_verao,habito_geladeira_porta_fechada,habito_geladeira_alimentos_frios,habito_geladeira_termostato,habito_geladeira_nao_seca_roupa,habito_geladeira_borracha_vedacao,habito_lava_roupa_carga_maxima,habito_prefere_lampada_led,habito_evita_luz_dia,habito_apaga_luz_ambiente_vazio
68932,Sudeste,MG,Diamantina,2.0,0.0,2.0,11.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,90.0,0.0,71.06400000000001,42.75,0.19999999999999998,0.0,0.0,0.18,0.0,40.608,155.0,42.75,90.0,71.06400000000001,155.2,40.788,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Raramente,Sempre,Sempre,Sempre
68933,Sudeste,MG,Diamantina,1.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,45.0,0.0,17.766000000000002,17.4,2.1799999999999997,0.0,0.0,0.0,4.904999999999999,47.376,0.0,17.4,45.0,17.766000000000002,2.1799999999999997,52.281,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Raramente,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
68934,Sudeste,MG,Diamantina,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,47.376,48.0,10.5,45.0,0.0,48.0,47.376,164.33333333333334,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68935,Sudeste,MG,Diamantina,1.0,0.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,17.699999999999996,0.19999999999999998,0.0,0.0,4.3,0.0,27.072,124.00000000000001,17.699999999999996,45.0,0.0,124.20000000000002,31.372,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre
68936,Sudeste,MG,Unaí,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,2.0580000000000003,3.15,0.0,0.0,0.0,0.0,0.0,0.0,41.25,3.15,45.0,2.0580000000000003,41.25,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Normalmente,Normalmente,Sempre,Sempre,Sempre,Normalmente,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
68937,Sudeste,MG,Unaí,1.0,0.0,0.0,8.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,9.450000000000001,0.8599999999999999,4.891249999999999,2.58,0.981,0.0,0.0,110.0,9.450000000000001,45.0,0.0,118.33125,0.981,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,NÃO SE APLICA,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Normalmente,Normalmente,Sempre
68938,Sudeste,MG,Unaí,1.0,0.0,1.0,7.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,0.329,7.199999999999999,3.92,0.0,5.16,0.0,0.0,0.0,132.0,7.199999999999999,45.0,0.329,141.08,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Normalmente,Normalmente,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre
68939,Sudeste,MG,Unaí,1.0,0.0,3.0,12.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,45.0,0.0,17.766000000000002,14.4,0.0,0.0,0.0,0.0,0.0,0.0,330.0,14.4,45.0,17.766000000000002,330.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Sempre,Normalmente,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Normalmente,Normalmente,Normalmente
68940,Sudeste,MG,Unaí,1.0,0.0,1.0,8.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,45.0,0.0,1.49695,4.949999999999999,0.8599999999999999,0.0,0.7266666666666667,0.0,0.0,0.0,137.5,4.949999999999999,45.0,1.49695,139.08666666666667,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,Sempre,Raramente,Normalmente,Normalmente
68941,Sudeste,MG,Unaí,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,13.536,6.875,5.4,0.0,0.0,6.875,13.536,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,Normalmente,Normalmente,Sempre
68942,Sudeste,MG,Unaí,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.903,20.7,0.0,0.0,0.0,0.0,0.0,50.75999999999999,41.25,20.7,45.0,0.903,41.25,50.75999999999999,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Raramente,Sempre,,,Normalmente,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,NÃO SE APLICA,Normalmente,Sempre,Sempre
68943,Sudeste,MG,Unaí,1.0,0.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,45.0,0.0,0.0,7.65,0.8599999999999999,0.0,1.3043333333333333,0.0,0.0,27.072,20.625,7.65,45.0,0.0,22.78933333333333,27.072,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,Sempre,Normalmente,Normalmente,Sempre
68944,Sudeste,MG,Unaí,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,4.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.875,4.199999999999999,45.0,0.0,6.875,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Sempre,,,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
68945,Sudeste,MG,Unaí,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,11.844000000000001,2.6999999999999997,0.0,0.0,0.2866666666666666,0.0,0.0,23.688,66.0,2.6999999999999997,45.0,11.844000000000001,66.28666666666666,23.688,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68946,Sudeste,MG,Unaí,1.0,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,4.1160000000000005,25.199999999999996,0.0,0.0,1.3043333333333333,0.0,0.0,0.0,68.75,25.199999999999996,45.0,4.1160000000000005,70.05433333333333,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Normalmente,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre
68947,Sudeste,MG,Unaí,1.0,0.0,1.0,7.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,45.0,0.0,0.4515,6.18,0.39999999999999997,0.0,1.3043333333333333,0.0,0.0,10.152,68.75,6.18,45.0,0.4515,70.45433333333334,10.152,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Sempre,,,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre
68949,Sudeste,MG,Unaí,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,45.0,0.0,9.870000000000001,12.149999999999999,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12.149999999999999,45.0,9.870000000000001,80.0,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Normalmente,Normalmente
68950,Sudeste,MG,Unaí,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,8.100000000000001,0.0,0.0,0.0,0.0,0.0,16.919999999999998,41.25,8.100000000000001,45.0,0.0,41.25,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Normalmente,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
68951,Sudeste,MG,Unaí,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,20.304,0.0,5.85,0.0,0.0,0.0,20.304,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Normalmente,,,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,Sempre,Normalmente,Normalmente
68952,Sudeste,MG,Unaí,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,2.6999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,13.75,2.6999999999999997,45.0,0.0,13.75,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Normalmente,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Normalmente,Normalmente
68953,Sudeste,MG,Unaí,1.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,5.922000000000001,8.639999999999999,0.0,0.0,2.58,0.0,0.0,20.304,41.25,8.639999999999999,45.0,5.922000000000001,43.83,20.304,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Raramente,Sempre,,,Sempre,Normalmente,Sempre,Normalmente,Normalmente,Normalmente,Sempre,Sempre,Normalmente,Normalmente,Normalmente
68954,Sudeste,MG,Unaí,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,45.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,16.919999999999998,55.0,9.9,45.0,0.0,55.0,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Normalmente,,,Sempre,Sempre,Sempre,Normalmente,Sempre,Normalmente,Sempre,NÃO SE APLICA,Normalmente,Normalmente,Normalmente
68955,Sudeste,RJ,Belford Roxo,1.0,0.0,3.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,45.0,0.0,49.632000000000005,6.75,2.1799999999999997,0.0,0.0,0.981,0.0,0.0,41.25,6.75,45.0,49.632000000000005,43.43,0.981,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,,,Normalmente,Sempre,Sempre,Sempre,Normalmente,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68956,Sudeste,RJ,Belford Roxo,1.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,38.07,1.7999999999999998,5.64,0.0,0.0,0.0,0.0,20.304,0.0,1.7999999999999998,45.0,38.07,5.64,20.304,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68957,Sudeste,RJ,Belford Roxo,1.0,2.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,45.0,111.03750000000001,36.26700000000001,5.85,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,68.75,5.85,45.0,147.30450000000002,69.15,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68958,Sudeste,RJ,Belford Roxo,1.0,1.0,3.0,11.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,45.0,0.0,35.06,8.7,2.1799999999999997,0.0,0.0,3.528,0.0,0.0,82.5,8.7,45.0,35.06,84.68,3.528,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68959,Sudeste,RJ,Belford Roxo,1.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,57.575,16.92,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,27.5,1.7999999999999998,45.0,74.495,27.5,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68960,Sudeste,RJ,Belford Roxo,1.0,0.0,5.0,7.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,45.0,0.0,95.88,17.849999999999998,2.1799999999999997,0.0,0.0,1.9156666666666666,0.0,0.0,220.0,17.849999999999998,45.0,95.88,222.18,1.9156666666666666,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,,,Normalmente,Normalmente,Sempre,Sempre,Raramente,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68961,Sudeste,RJ,Belford Roxo,1.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,57.575,34.122,5.699999999999999,5.64,0.0,0.0,1.6531666666666667,0.0,0.0,41.25,5.699999999999999,45.0,91.697,46.89,1.6531666666666667,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Raramente,Sempre,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68962,Sudeste,RJ,Belford Roxo,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0,39.65625,35.532000000000004,6.4799999999999995,2.1799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,6.4799999999999995,45.0,75.18825000000001,2.1799999999999997,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Nunca,Sempre,Sempre,,,Sempre,Sempre,Sempre,Normalmente,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre
68963,Sudeste,RJ,Belford Roxo,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.9635000000000001,2.25,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2.25,45.0,0.9635000000000001,0.19999999999999998,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68964,Sudeste,RJ,Belford Roxo,1.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,45.0,115.15,5.880000000000002,3.8999999999999995,0.39999999999999997,0.0,0.0,1.764,0.0,0.0,41.25,3.8999999999999995,45.0,121.03,41.65,1.764,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68965,Sudeste,RJ,Belford Roxo,1.0,0.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,35.06,4.5,2.1799999999999997,0.0,0.0,0.0,0.0,0.0,27.5,4.5,45.0,35.06,29.68,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,Sempre,Sempre,Sempre,Sempre,Sempre,Nunca,Sempre,Sempre,Sempre,Sempre,Sempre
68966,Sudeste,RJ,Belford Roxo,1.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,23.97,4.41,5.64,0.0,0.0,0.0,0.0,0.0,0.0,4.41,45.0,23.97,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,,,Sempre,Sempre,Raramente,Nunca,Sempre,Sempre,Normalmente,Sempre,Sempre
68967,Sudeste,ES,Vila Velha,1.0,0.0,0.0,6.0,1.0,0.0,1.0,3.0,0.0,3.0,2.0,45.0,0.0,0.0,2.445,0.0,0.0,0.0,58.80000000000001,0.0,0.0,511.5,2.445,45.0,0.0,511.5,58.80000000000001,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68968,Sudeste,ES,Vila Velha,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,5.64,0.0,0.0,0.0,0.0,0.0,0.0,137.5,5.64,45.0,0.0,137.5,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,NÃO SE APLICA,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente
68969,Sudeste,ES,Vila Velha,1.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6533333333333333,0.0,0.0,110.0,3.0,45.0,0.0,110.0,0.6533333333333333,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68970,Sudeste,ES,Vila Velha,1.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,45.0,0.0,0.0,2.3999999999999995,0.0,0.0,0.0,0.19599999999999998,0.0,0.0,137.5,2.3999999999999995,45.0,0.0,137.5,0.19599999999999998,,Não sabe/não responde,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,,,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA,NÃO SE APLICA
68971,Sudeste,ES,Vila Velha,2.0,1.0,0.0,6.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,90.0,0.0,0.0,1.9500000000000002,5.64,4.9,0.0,2.6786666666666674,0.0,0.0,44.0,1.9500000000000002,90.0,0.0,54.54,2.6786666666666674,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68972,Sudeste,ES,Vila Velha,1.0,1.0,0.0,6.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,45.0,0.0,0.0,1.8,0.0,0.0,0.0,1.3066666666666666,0.0,0.0,244.12500000000003,1.8,45.0,0.0,244.12500000000003,1.3066666666666666,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68973,Sudeste,ES,Vila Velha,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,5.85,0.0,0.0,0.0,0.0,0.0,0.0,162.75000000000003,5.85,45.0,0.0,162.75000000000003,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,NÃO SE APLICA,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68974,Sudeste,ES,Vila Velha,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.9610000000000003,1.3499999999999999,5.64,0.0,0.0,0.0,0.0,0.0,0.0,1.3499999999999999,0.0,2.9610000000000003,5.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,Sempre,Sempre
68975,Sudeste,ES,Vila Velha,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,2.7,0.0,4.9,0.0,0.0,0.0,0.0,0.0,2.7,45.0,0.0,4.9,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Sempre
68978,Sul,PR,Maringá,1.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,5.922000000000001,16.439999999999998,5.64,0.0,1.3043333333333333,0.0,0.0,40.608,128.0,16.439999999999998,45.0,5.922000000000001,134.94433333333333,40.608,137.0,Rede geral de distribuição (Concessionária de Energia Elétrica),,Raramente,Sempre,Normalmente,,,Raramente,Normalmente,Sempre,Sempre,Raramente,Sempre,Raramente,Sempre,Sempre,Sempre,Sempre
68979,Sul,PR,Maringá,1.0,0.0,2.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,45.0,0.0,14.382000000000001,6.299999999999999,0.0,0.0,0.5876666666666668,0.0,0.0,16.919999999999998,84.0,6.299999999999999,45.0,14.382000000000001,84.58766666666666,16.919999999999998,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Nunca,,,Nunca,Sempre,Sempre,Sempre,Normalmente,Nunca,Sempre,Sempre,Sempre,Sempre,Normalmente
68980,Sul,PR,Maringá,1.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,0.0,35.532000000000004,5.669999999999999,5.64,0.0,0.0,0.0,0.0,0.0,84.0,5.669999999999999,45.0,35.532000000000004,89.64,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,NÃO SE APLICA,Sempre,,,Sempre,Raramente,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68983,Sudeste,ES,Vila Velha,1.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,0.0,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,406.87500000000006,5.8500000000000005,45.0,0.0,406.87500000000006,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,NÃO SE APLICA,NÃO SE APLICA,Sempre
68985,Sudeste,ES,Vila Velha,1.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,45.0,0.0,0.0,1.5,5.64,0.0,0.0,0.6533333333333333,0.0,0.0,0.0,1.5,45.0,0.0,5.64,0.6533333333333333,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68986,Sul,PR,Maringá,1.0,0.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,45.0,0.0,19.740000000000002,5.055000000000001,5.64,0.0,0.0,11.760000000000003,0.0,40.608,126.0,5.055000000000001,45.0,19.740000000000002,131.64,52.368,227.0,Rede geral de distribuição (Concessionária de Energia Elétrica),,Normalmente,Sempre,Normalmente,,,Sempre,Normalmente,Sempre,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68987,Sul,PR,Maringá,1.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,0.0,19.740000000000002,12.599999999999998,0.0,0.0,0.0,0.0,0.0,20.304,16.0,12.599999999999998,45.0,19.740000000000002,16.0,20.304,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Normalmente,,,Sempre,Normalmente,Normalmente,Sempre,Normalmente,Sempre,Sempre,Sempre,Raramente,Sempre,Sempre
68989,Sul,PR,Maringá,1.0,0.0,2.0,6.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,45.0,0.0,35.532000000000004,4.2,0.39999999999999997,0.0,0.0,0.0,0.0,27.072,96.0,4.2,45.0,35.532000000000004,96.4,27.072,215.0,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Nunca,,,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre
68991,Sudeste,ES,Serra,1.0,0.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,0.0,0.0,6.3,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,40.68750000000001,6.3,45.0,0.0,41.087500000000006,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Normalmente,Sempre,,,Normalmente,Sempre,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Normalmente,Normalmente
68992,Sudeste,ES,Serra,1.0,0.0,3.0,14.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,45.0,0.0,53.298,20.759999999999998,1.763,0.0,0.0,0.0,0.0,0.0,325.50000000000006,20.759999999999998,45.0,53.298,327.26300000000003,0.0,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,Normalmente,Sempre,Sempre,Sempre,Sempre,Sempre,Sempre,Normalmente,Normalmente,Normalmente,Sempre
68993,Sudeste,ES,Serra,1.0,0.0,2.0,17.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,45.0,0.0,50.76,13.92,1.763,0.0,0.0,5.076,0.0,0.0,341.0,13.92,45.0,50.76,342.763,5.076,,Rede geral de distribuição (Concessionária de Energia Elétrica),,Sempre,Sempre,Sempre,,,NÃO SE APLICA,Normalmente,Sempre,Normalmente,Sempre,Sempre,Normalmente,Sempre,Normalmente,Normalmente,Normalmente
