client_id,consumption_kwh,peak_hour_usage,equipment_quantity,property_type,high_consumption_hours,highest_consumption_category,category
924,618.7,1,20,Apartamento,8.3,Tecnologia,Crítico
925,546.1,1,8,Casa,11.2,Outros,Ruim
926,753.6,0,16,Comercial,8.0,Iluminação,Bom
927,788.7,0,11,Comercial,10.9,Eletrodomésticos,Bom
928,433.8,0,22,Apartamento,1.8,Iluminação,Mediano
929,576.8,0,3,Comercial,3.2,Climatização,Excelente
930,709.8,1,16,Casa,11.9,Eletrodomésticos,Crítico
931,244.1,0,7,Apartamento,3.6,Serviços,Excelente
932,443.7,1,4,Casa,7.6,Refrigeração,Mediano
933,478.7,0,20,Apartamento,11.2,Serviços,Ruim
934,465.5,0,16,Casa,7.0,Climatização,Bom
935,697.9,0,5,Comercial,10.7,Refrigeração,Excelente
936,659.9,0,1,Comercial,7.5,Tecnologia,Excelente
937,696.1,0,11,Comercial,7.6,Refrigeração,Excelente
938,805.4,0,25,Comercial,5.2,Tecnologia,Bom
939,644.7,1,24,Casa,8.2,Climatização,Crítico
940,418.3,0,11,Apartamento,5.9,Climatização,Bom
941,243.0,1,1,Apartamento,0.6,Refrigeração,Bom
942,606.9,0,22,Apartamento,11.4,Eletrodomésticos,Crítico
943,317.0,0,9,Apartamento,5.2,Climatização,Bom
944,808.4,1,16,Comercial,5.8,Refrigeração,Ruim
945,440.4,1,14,Casa,1.4,Climatização,Mediano
946,771.7,1,14,Comercial,9.9,Outros,Ruim
947,479.3,1,12,Casa,4.9,Serviços,Ruim
948,693.1,0,10,Comercial,3.0,Tecnologia,Excelente
949,489.1,1,18,Casa,1.4,Refrigeração,Ruim
950,713.8,1,3,Comercial,6.7,Climatização,Mediano
951,710.7,1,21,Apartamento,11.2,Serviços,Crítico
952,453.2,0,17,Casa,0.4,Iluminação,Excelente
953,378.3,0,5,Casa,4.4,Climatização,Excelente
954,987.1,0,25,Comercial,11.8,Climatização,Mediano
955,579.7,0,1,Comercial,4.9,Climatização,Excelente
956,440.0,0,9,Apartamento,10.4,Eletrodomésticos,Mediano
957,550.1,1,14,Casa,7.5,Outros,Crítico
958,919.0,1,22,Comercial,4.1,Refrigeração,Ruim
959,237.0,1,4,Apartamento,1.2,Refrigeração,Mediano
960,533.3,1,18,Apartamento,8.8,Tecnologia,Crítico
961,515.6,0,12,Casa,6.7,Refrigeração,Bom
962,582.6,0,22,Casa,2.6,Refrigeração,Bom
963,535.9,0,10,Casa,9.8,Outros,Bom
964,306.7,0,5,Casa,0.8,Refrigeração,Excelente
965,347.7,1,6,Apartamento,5.0,Refrigeração,Ruim
966,831.4,1,20,Comercial,3.3,Climatização,Ruim
967,870.6,1,20,Comercial,7.9,Refrigeração,Crítico
968,756.2,0,17,Comercial,2.7,Refrigeração,Excelente
969,538.3,0,22,Casa,7.6,Iluminação,Mediano
970,426.9,0,20,Apartamento,3.0,Climatização,Mediano
971,733.2,0,6,Comercial,8.7,Refrigeração,Excelente
972,469.3,1,6,Casa,7.6,Iluminação,Ruim
973,806.6,0,15,Comercial,8.8,Climatização,Bom
974,753.9,1,16,Comercial,1.1,Climatização,Mediano
975,514.1,0,2,Comercial,0.1,Climatização,Excelente
976,394.0,1,13,Apartamento,3.3,Serviços,Ruim
977,372.0,1,18,Apartamento,0.6,Eletrodomésticos,Ruim
978,245.1,0,6,Apartamento,5.7,Tecnologia,Excelente
979,546.2,0,2,Comercial,0.4,Iluminação,Excelente
980,801.1,1,10,Comercial,9.5,Eletrodomésticos,Ruim
981,508.0,0,8,Casa,11.2,Serviços,Bom
982,696.5,1,14,Comercial,4.0,Tecnologia,Mediano
983,570.6,1,21,Apartamento,6.8,Tecnologia,Crítico
984,770.2,1,14,Comercial,6.4,Climatização,Ruim
985,393.0,1,4,Apartamento,10.4,Tecnologia,Ruim
986,598.6,1,5,Comercial,0.2,Iluminação,Bom
987,307.6,0,7,Apartamento,8.7,Serviços,Bom
988,730.7,0,25,Comercial,0.2,Refrigeração,Bom
989,928.8,0,18,Comercial,9.2,Climatização,Bom
990,678.4,1,23,Casa,10.6,Iluminação,Crítico
991,795.4,1,10,Comercial,6.8,Refrigeração,Ruim
992,428.6,0,9,Casa,3.4,Outros,Excelente
993,230.0,0,10,Apartamento,2.4,Eletrodomésticos,Excelente
994,661.1,0,5,Comercial,6.2,Climatização,Excelente
995,377.3,0,6,Casa,2.9,Refrigeração,Excelente
996,445.8,0,19,Casa,1.7,Serviços,Bom
997,490.7,0,7,Casa,9.2,Tecnologia,Bom
998,209.0,0,5,Apartamento,1.4,Tecnologia,Excelente
999,633.7,0,4,Comercial,5.6,Climatização,Excelente
1000,527.8,0,17,Casa,5.8,Refrigeração,Bom
